DateTime,Inflow_cfs,Release_cfs,Storage_acft,Gain_cfs
1990-01-01,,,1222.91,
1990-01-02,,,1222.91,
1990-01-03,,,1222.91,
1990-01-04,,,1222.91,
1990-01-05,,,1222.91,
1990-01-06,,,1222.91,
1990-01-07,,,1222.91,
1990-01-08,,,1222.91,
1990-01-09,,,1222.91,
1990-01-10,,,1222.91,
1990-01-11,,,1222.91,
1990-01-12,,,1222.91,
1990-01-13,,,1222.91,
1990-01-14,,,1222.91,
1990-01-15,,,1222.91,
1990-01-16,,,1222.91,
1990-01-17,,,1222.91,
1990-01-18,,,1222.91,
1990-01-19,,,1222.91,
1990-01-20,,,1222.91,
1990-01-21,,,1222.91,
1990-01-22,,,1222.91,
1990-01-23,,,1222.91,
1990-01-24,,,1222.91,
1990-01-25,,,1222.91,
1990-01-26,,,1222.91,
1990-01-27,,,1222.91,
1990-01-28,,,1222.91,
1990-01-29,,,1222.91,
1990-01-30,,,1222.91,
1990-01-31,,,1222.91,
1990-02-01,,,1222.91,
1990-02-02,,,1225.99,
1990-02-03,,,1229.08,
1990-02-04,,,1242.03,
1990-02-05,,,1248.2,
1990-02-06,,,1267.94,
1990-02-07,,,1290.15,
1990-02-08,,,1296.93,
1990-02-09,,,1312.97,
1990-02-10,,,1312.97,
1990-02-11,,,1312.97,
1990-02-12,,,1312.97,
1990-02-13,,,1312.97,
1990-02-14,,,1312.97,
1990-02-15,,,1312.97,
1990-02-16,,,1312.97,
1990-02-17,,,1312.97,
1990-02-18,,,1312.97,
1990-02-19,,,1312.97,
1990-02-20,,,1546.84,
1990-02-21,,,1556.78,
1990-02-22,,,1598.54,
1990-02-23,,,1622.4,
1990-02-24,,,1622.4,
1990-02-25,,,1626.38,
1990-02-26,,,1633.01,
1990-02-27,,,1636.32,
1990-02-28,,,1653.56,
1990-03-01,,,1678.08,
1990-03-02,,,1684.71,
1990-03-03,,,1695.31,
1990-03-04,,,1709.23,
1990-03-05,,,1723.15,
1990-03-06,,,1743.7,
1990-03-07,,,1764.25,
1990-03-08,,,1768.23,
1990-03-09,,,1768.23,
1990-03-10,,,1830.53,
1990-03-11,,,1830.53,
1990-03-12,,,1837.16,
1990-03-13,,,1847.77,
1990-03-14,,,1901.16,
1990-03-15,,,1908.81,
1990-03-16,,,1908.81,
1990-03-17,,,1912.29,
1990-03-18,,,1915.76,
1990-03-19,,,1951.93,
1990-03-20,,,1977.66,
1990-03-21,,,1988.09,
1990-03-22,,,2028.42,
1990-03-23,,,2053.45,
1990-03-24,,,2115.34,
1990-03-25,,,2118.82,
1990-03-26,,,2129.95,
1990-03-27,,,2173.76,
1990-03-28,,,2191.14,
1990-03-29,,,2235.2,
1990-03-30,,,2269.03,
1990-03-31,,,2287.74,
1990-04-01,,,2336.69,
1990-04-02,,,2351.8,
1990-04-03,,,2423.06,
1990-04-04,,,2482.8,
1990-04-05,,,2524.55,
1990-04-06,,,2569.17,
1990-04-07,,,2699.37,
1990-04-08,,,2741.3,
1990-04-09,,,2753.07,
1990-04-10,,,2803.09,
1990-04-11,,,2872.24,
1990-04-12,,,2948.75,
1990-04-13,,,2994.52,
1990-04-14,,,3057.73,
1990-04-15,,,3104.37,
1990-04-16,,,3155.54,
1990-04-17,,,3238.3,
1990-04-18,,,3257.86,
1990-04-19,,,3371.48,
1990-04-20,,,3395.05,
1990-04-21,,,3459.26,
1990-04-22,,,3475.31,
1990-04-23,,,3550.98,
1990-04-24,,,3626.66,
1990-04-25,,,3697.74,
1990-04-26,,,3722.2,
1990-04-27,,,3862.94,
1990-04-28,,,4021.13,
1990-04-29,,,4102.96,
1990-04-30,,,4155.17,
1990-05-01,,,4250.11,
1990-05-02,,,4312.24,
1990-05-03,,,4358.44,
1990-05-04,,,4395.88,
1990-05-05,,,4424.56,
1990-05-06,,,4478.72,
1990-05-07,,,4557.58,
1990-05-08,,,4561.56,
1990-05-09,,,4573.51,
1990-05-10,,,4645.17,
1990-05-11,,,4670.28,
1990-05-12,,,4683.24,
1990-05-13,,,4725.36,
1990-05-14,,,4733.46,
1990-05-15,,,4780.44,
